id|name|description|instructions|glass_type|thumbnail|portions
163|Adonis Cocktail||Stir all ingredients with ice, strain contents into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg|"{""Sherry"": ""1 1/2 oz dry "", ""Orange bitters"": ""1 dash "", ""Sweet Vermouth"": ""3/4 oz ""}"
164|Affinity||In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg|"{""Scotch"": ""1 1/2 oz "", ""Dry Vermouth"": ""1 oz "", ""Orange bitters"": ""2 dashes "", ""Sweet Vermouth"": ""1 oz ""}"
187|Whisky Mac||Pour both of the ingredients into a wine goblet with no ice.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg|"{""Wine"": ""1 oz Green Ginger "", ""Scotch"": ""1 1/2 oz ""}"
166|Balmoral||In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg|"{""Scotch"": ""1 1/2 oz "", ""Bitters"": ""2 dashes "", ""Dry Vermouth"": ""1/2 oz "", ""Sweet Vermouth"": ""1/2 oz ""}"
167|Blackthorn||Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/dgj92f1616098672.jpg|"{""Sloe gin"": ""1 1/2 oz "", ""Lemon peel"": ""1 twist of "", ""Sweet Vermouth"": ""1 oz ""}"
168|Bobby Burns Cocktail||Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg|"{""Scotch"": ""1 1/2 oz "", ""Lemon peel"": ""1 twist of "", ""Benedictine"": ""1 1/4 tsp "", ""Sweet Vermouth"": ""1 1/2 oz ""}"
169|Boulevardier||Stir with ice, strain, garnish and serve.|Martini Glass|https://www.thecocktaildb.com/images/media/drink/km84qi1513705868.jpg|"{""Campari"": ""1 oz"", ""Orange Peel"": ""1"", ""Rye whiskey"": ""1 1/4 oz"", ""Sweet Vermouth"": ""1 oz""}"
170|Clove Cocktail||Stir all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg|"{""Wine"": ""1/2 oz Muscatel "", ""Sloe gin"": ""1/2 oz "", ""Sweet Vermouth"": ""1 oz ""}"
171|Flying Scotchman||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg|"{""Scotch"": ""1 oz "", ""Bitters"": ""1 dash "", ""Sugar syrup"": ""1/4 tsp "", ""Sweet Vermouth"": ""1 oz ""}"
172|Highland Fling Cocktail||Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg|"{""Olive"": ""1 "", ""Scotch"": ""1 1/2 oz "", ""Orange bitters"": ""2 dashes "", ""Sweet Vermouth"": ""3/4 oz ""}"
173|Manhattan||Stirred over ice, strained into a chilled glass, garnished, and served up.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg|"{""Ice"": ""2 or 3 "", ""Bourbon"": ""2 1/2 oz Blended "", ""Orange peel"": ""1 twist of "", ""Sweet Vermouth"": ""3/4 oz "", ""Angostura bitters"": ""dash "", ""Maraschino cherry"": ""1 ""}"
174|Tipperary||Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.|Nick and Nora Glass|https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg|"{""Irish Whiskey"": ""2 oz"", ""Sweet Vermouth"": ""1 oz"", ""Green Chartreuse"": ""1/2 oz""}"
175|Victor||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg|"{""Gin"": ""1 1/2 oz "", ""Brandy"": ""1/2 oz "", ""Sweet Vermouth"": ""1/2 oz ""}"
176|Affair||Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/h5za6y1582477994.jpg|"{""Club soda"": null, ""Orange juice"": ""2 oz "", ""Cranberry juice"": ""2 oz "", ""Strawberry schnapps"": ""2 oz ""}"
177|Strawberry Margarita||Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg|"{""Salt"": null, ""Tequila"": ""1 oz "", ""Triple sec"": ""1/2 oz "", ""Lemon juice"": ""1 oz "", ""Strawberries"": ""1 oz "", ""Strawberry schnapps"": ""1/2 oz ""}"
178|Broadside||Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!|Highball glass|https://www.thecocktaildb.com/images/media/drink/l2o6xu1582476870.jpg|"{""Ice"": ""cubes"", ""Scotch"": ""1/2 shot"", ""Bitters"": ""3 drops"", ""Wormwood"": ""1 Fresh"", ""151 proof rum"": ""1 shot""}"
179|Dry Rob Roy||In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg|"{""Scotch"": ""2 1/2 oz "", ""Lemon peel"": ""1 twist of "", ""Dry Vermouth"": ""1 1/2 tsp ""}"
180|Godfather||Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg|"{""Scotch"": ""1 1/2 oz "", ""Amaretto"": ""3/4 oz ""}"
181|Irish Cream||Mix scotch and milk. Add half-and-half. Add rest.|Irish coffee cup|https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg|"{""Scotch"": ""1 cup "", ""Coconut syrup"": ""3 drops "", ""Half-and-half"": ""1 1/4 cup "", ""Condensed milk"": ""1 can sweetened "", ""Chocolate syrup"": ""1 tblsp ""}"
182|Loch Lomond||In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg|"{""Scotch"": ""2 oz "", ""Drambuie"": ""1/2 oz "", ""Lemon peel"": ""1 twist of "", ""Dry Vermouth"": ""1/2 oz ""}"
183|Rusty Nail||Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg|"{""Scotch"": ""1 1/2 oz "", ""Drambuie"": ""1/2 oz "", ""Lemon peel"": ""1 twist of ""}"
184|Scotch Cobbler||Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg|"{""Mint"": ""1 "", ""Brandy"": ""4 dashes "", ""Orange"": ""1 slice "", ""Scotch"": ""2 oz "", ""Curacao"": ""4 dashes ""}"
185|Scotch Sour||Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg|"{""Lime"": ""Juice of 1/2 "", ""Lemon"": ""1/2 slice "", ""Cherry"": ""1 "", ""Scotch"": ""1 1/2 oz "", ""Powdered sugar"": ""1/2 tsp ""}"
186|Thriller||In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg|"{""Wine"": ""1 oz Green Ginger "", ""Scotch"": ""1 1/2 oz "", ""Orange juice"": ""1 oz ""}"
189|After Supper Cocktail||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg|"{""Triple sec"": ""1 oz "", ""Lemon juice"": ""1/2 tsp "", ""Apricot brandy"": ""1 oz ""}"
190|Apricot punch||Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.|Punch bowl|https://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg|"{""7-Up"": ""4 L "", ""Vodka"": ""1 fifth "", ""Champagne"": ""4 fifth "", ""Orange juice"": ""1/2 gal "", ""Apricot brandy"": ""1 qt ""}"
191|Stone Sour||Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg|"{""Orange juice"": ""1 oz "", ""Apricot brandy"": ""1 oz "", ""Sweet and sour"": ""1 oz ""}"
192|Valencia Cocktail||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg|"{""Orange juice"": ""1 tblsp "", ""Apricot brandy"": ""1 1/2 oz "", ""Orange bitters"": ""2 dashes ""}"
194|Alfie Cocktail||Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg|"{""Triple sec"": ""1 dash "", ""Lemon vodka"": ""1 1/2 oz "", ""Pineapple juice"": ""1 tblsp ""}"
195|Amaretto Sunset||Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg|"{""Ice"": ""Add 1/2 cup "", ""Cider"": ""1/2 cup "", ""Amaretto"": ""3 shots "", ""Triple sec"": ""1/2 jigger ""}"
196|Bible Belt||Mix all ingredients, and pour over ice.|Highball glass|https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg|"{""Lime"": ""2 wedges "", ""Sour mix"": ""2 oz "", ""Triple sec"": ""1/2 oz "", ""Southern Comfort"": ""2 oz ""}"
197|Cafe Savoy||Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.|Coffee mug|https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg|"{""Milk"": ""1/2 oz "", ""Brandy"": null, ""Coffee"": null, ""Triple sec"": ""1/2 oz ""}"
198|City Slicker||In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg|"{""Brandy"": ""2 oz "", ""Triple sec"": ""1/2 oz "", ""Lemon juice"": ""1 tblsp ""}"
199|Golden dream||Shake with cracked ice. Strain into glass and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg|"{""Cream"": ""1 part"", ""Galliano"": ""2 parts"", ""Triple Sec"": ""2 parts"", ""orange juice"": ""2 parts""}"
200|Kamikaze||Shake all ingredients together with ice. Strain into glass, garnish and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg|"{""Vodka"": ""1 oz "", ""Lime juice"": ""1 oz "", ""Triple sec"": ""1 oz ""}"
201|Margarita||Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg|"{""Salt"": null, ""Tequila"": ""1 1/2 oz "", ""Lime juice"": ""1 oz "", ""Triple sec"": ""1/2 oz ""}"
202|Orange Crush||Add all ingredients to tumbler-Pour as shot|Shot glass|https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg|"{""Vodka"": ""1 oz "", ""Triple sec"": ""1 oz "", ""Orange juice"": ""1 oz ""}"
203|Orgasm||Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg|"{""Vodka"": ""1/2 oz "", ""Amaretto"": ""1/2 oz "", ""Triple sec"": ""1/2 oz "", ""Light cream"": ""1 oz "", ""Creme de Cacao"": ""1/2 oz white ""}"
204|Sidecar Cocktail||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg|"{""Lemon"": ""Juice of 1/4 "", ""Brandy"": ""1 oz "", ""Triple sec"": ""1/2 oz ""}"
205|Waikiki Beachcomber||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg|"{""Gin"": ""3/4 oz "", ""Triple sec"": ""3/4 oz "", ""Pineapple juice"": ""1 tblsp ""}"
206|White Lady||Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg|"{""Gin"": ""4cl"", ""Triple Sec"": ""3cl"", ""Lemon Juice"": ""2cl""}"
207|Yellow Bird||Shake and strain into a chilled cocktail glass|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg|"{""Galliano"": ""1.5 cl"", ""White Rum"": ""3 cl"", ""Lime Juice"": ""1.5 cl"", ""Triple Sec"": ""1.5 cl""}"
208|A Piece of Ass||Put ice in glass. Pour in shots. Fill with Sour Mix.|Highball glass|https://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg|"{""Ice"": ""cubes"", ""Amaretto"": ""1 shot "", ""Sour mix"": null, ""Southern Comfort"": ""1 shot ""}"
209|A.D.M. (After Dinner Mint)||shake vigorously|Irish coffee cup|https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg|"{""Vodka"": ""1/2 oz "", ""Hot chocolate"": ""Fill with "", ""Southern Comfort"": ""3/4 oz "", ""White Creme de Menthe"": ""1/2 oz ""}"
210|Alabama Slammer||Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/jntghf1606771886.jpg|"{""Amaretto"": ""1 oz "", ""Sloe gin"": ""1/2 oz "", ""Lemon juice"": ""1 dash "", ""Southern Comfort"": ""1 oz ""}"
211|Alice in Wonderland||Just mix the three ingredients one to one to one|Collins Glass|https://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg|"{""Amaretto"": ""1 shot "", ""Grand Marnier"": ""1 shot "", ""Southern Comfort"": ""1 shot ""}"
280|Mimosa||Ensure both ingredients are well chilled, then mix into the glass. Serve cold.|Champagne flute|https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg|"{""Champagne"": ""Chilled "", ""Orange juice"": ""2 oz ""}"
213|Mudslinger||Add all contents to a large jug or punch bowl. Stir well!|Punch bowl|https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg|"{""Pepsi Cola"": ""750 ml "", ""Orange juice"": ""1 L "", ""Southern Comfort"": ""750 ml ""}"
214|Texas Rattlesnake||Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...|Highball glass|https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg|"{""Yukon Jack"": ""1 part "", ""Cherry brandy"": ""1/2 part "", ""Sweet and sour"": ""1 splash "", ""Southern Comfort"": ""1 part ""}"
215|Amaretto Shake||Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg|"{""Brandy"": ""2 oz "", ""Amaretto"": ""2 oz "", ""Chocolate ice-cream"": ""2 scoops ""}"
216|Brandy Alexander||Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.|Whiskey Glass|https://www.thecocktaildb.com/images/media/drink/mlyk1i1606772340.jpg|"{""Brandy"": ""1 oz "", ""Nutmeg"": null, ""Light cream"": ""1 oz "", ""Creme de Cacao"": ""1 oz white ""}"
217|Brandy Flip||In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg|"{""Egg"": ""1 whole "", ""Sugar"": ""1 tsp superfine "", ""Brandy"": ""2 oz "", ""Nutmeg"": ""1/8 tsp grated "", ""Light cream"": ""1/2 oz ""}"
218|Brandy Sour||Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/b1bxgq1582484872.jpg|"{""Lemon"": ""1/2 slice "", ""Brandy"": ""2 oz "", ""Cherry"": ""1 "", ""Powdered sugar"": ""1/2 tsp ""}"
219|Horse's Neck||Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.|Highball glass|https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg|"{""Brandy"": ""2 oz "", ""Bitters"": ""2 dashes "", ""Ginger ale"": ""5 oz "", ""Lemon peel"": ""1 long strip ""}"
220|Kioki Coffee||Stir. Add whipped cream to the top.|Coffee mug|https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg|"{""Brandy"": ""1/2 oz "", ""Coffee"": null, ""Kahlua"": ""1 oz ""}"
221|Port Wine Cocktail||Stir ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg|"{""Port"": ""2 1/2 oz "", ""Brandy"": ""1/2 tsp ""}"
222|Porto flip||Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg|"{""Port"": ""9 parts"", ""Brandy"": ""3 parts"", ""Egg Yolk"": ""2 parts""}"
223|Scooter||Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg|"{""Brandy"": ""1 oz "", ""Amaretto"": ""1 oz "", ""Light cream"": ""1 oz ""}"
224|Sol Y Sombra||"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)"|Brandy snifter|https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg|"{""Brandy"": ""1 1/2 oz "", ""Anisette"": ""1 1/2 oz ""}"
225|Stinger||Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg|"{""Brandy"": ""1 1/2 oz "", ""White Creme de Menthe"": ""1/2 oz ""}"
226|Algonquin||Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg|"{""Dry Vermouth"": ""1 oz "", ""Blended whiskey"": ""1 1/2 oz "", ""Pineapple juice"": ""1 oz ""}"
227|Boston Sour||Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg|"{""Lemon"": ""1 slice "", ""Cherry"": ""1 "", ""Egg white"": ""1 "", ""Powdered sugar"": ""1 tsp "", ""Blended whiskey"": ""2 oz ""}"
229|Frisco Sour||Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg|"{""Lime"": ""1 slice "", ""Lemon"": ""1 slice "", ""Benedictine"": ""1/2 oz "", ""Blended whiskey"": ""2 oz ""}"
230|Japanese Fizz||Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg|"{""Port"": ""1 tblsp"", ""Lemon"": ""Juice of 1/2 "", ""Egg white"": ""1 "", ""Powdered sugar"": ""1 tsp "", ""Blended whiskey"": ""1 1/2 oz "", ""Carbonated water"": null}"
231|New York Sour||Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg|"{""Lemon"": null, ""Sugar"": ""1 tsp "", ""Cherry"": null, ""Red wine"": "" (Claret)\n"", ""Blended whiskey"": ""2 oz ""}"
232|Whiskey Sour||Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg|"{""Lemon"": ""1/2 slice "", ""Cherry"": ""1 "", ""Powdered sugar"": ""1/2 tsp "", ""Blended whiskey"": ""2 oz ""}"
400|Iced Coffee Fillip||Mix together in a coffee mug and chill before serving.|Coffee mug|https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg|"{""Coffee"": ""Strong cold "", ""Kahlua"": ""2 tsp ""}"
234|Allegheny||Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg|"{""Bourbon"": ""1 oz "", ""Lemon peel"": ""1 twist of "", ""Lemon juice"": ""1 1/2 tsp "", ""Dry Vermouth"": ""1 oz "", ""Blackberry brandy"": ""1 1/2 tsp ""}"
235|Brooklyn||Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/ojsezf1582477277.jpg|"{""Rye Whiskey"": ""2 oz"", ""Dry Vermouth"": ""1 oz"", ""Angostura Bitters"": ""3 dashes"", ""Maraschino Cherry"": ""1"", ""Maraschino Liqueur"": ""1/4 oz""}"
236|Dirty Martini||"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive."|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg|"{""Lemon"": ""1 wedge"", ""Olive"": ""1"", ""Vodka"": ""70ml/2fl oz"", ""Olive Brine"": ""2 tbsp"", ""Dry Vermouth"": ""1 tbsp""}"
237|Old Pal||Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.|Nick and Nora Glass|https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg|"{""Campari"": ""1 oz"", ""Rye whiskey"": ""2 oz"", ""Dry Vermouth"": ""1 oz""}"
238|Sloe Gin Cocktail||Stir all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg|"{""Sloe gin"": ""2 oz "", ""Dry Vermouth"": ""1/4 tsp "", ""Orange bitters"": ""1 dash ""}"
239|Vermouth Cassis||Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg|"{""Dry Vermouth"": ""1 1/2 oz "", ""Creme de Cassis"": ""3/4 oz "", ""Carbonated water"": null}"
240|Vodka Martini||Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg|"{""Olive"": ""1 "", ""Vodka"": ""1 1/2 oz "", ""Dry Vermouth"": ""3/4 oz ""}"
241|A Day at the Beach||Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.|Highball glass|https://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg|"{""Amaretto"": ""1/2 oz "", ""Grenadine"": ""1/2 oz "", ""Coconut rum"": ""1 oz "", ""Orange juice"": ""4 oz ""}"
242|A True Amaretto Sour||"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry."|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg|"{""Ice"": null, ""Lemon"": ""Juice of 1/2 "", ""Amaretto"": ""1 jigger "", ""Maraschino cherry"": null}"
243|ABC||Layered in a shot glass.|Shot glass|https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg|"{""Cognac"": ""1/3 "", ""Amaretto"": ""1/3 "", ""Baileys irish cream"": ""1/3 ""}"
244|Almond Chocolate Coffee||Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.|Coffee mug|https://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg|"{""Coffee"": ""8 oz "", ""Amaretto"": ""3/4 oz "", ""Dark Creme de Cacao"": ""1/2 oz ""}"
245|Almond Joy||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg|"{""Amaretto"": ""1/2 oz "", ""Light cream"": ""2 oz "", ""Creme de Cacao"": ""1/2 oz white ""}"
246|Amaretto And Cream||Shake well with cracked ice, strain contents into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg|"{""Amaretto"": ""1 1/2 oz "", ""Light cream"": ""1 1/2 oz ""}"
247|Amaretto fizz||Mix Amaretto, orange juice and sparkling wine in a jug. Add a strip orange zest to each glass, if you like.|Collins glass|https://www.thecocktaildb.com/images/media/drink/92h3jz1582474310.jpg|"{""Amaretto"": ""4 cl"", ""White Wine"": ""15 cl"", ""Orange Peel"": ""Garnish with"", ""Orange Juice"": ""6 cl""}"
248|Amaretto Mist||Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg|"{""Lime"": ""1 "", ""Amaretto"": ""1 1/2 oz ""}"
249|Amaretto Rose||Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.|Collins glass|https://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg|"{""Amaretto"": ""1 1/2 oz "", ""Club soda"": null, ""Lime juice"": ""1/2 oz ""}"
250|Amaretto Sour||Shake and strain. Garnish with a cherry and an orange slice.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg|"{""Amaretto"": ""1 1/2 oz "", ""Sour mix"": ""3 oz ""}"
251|Amaretto Stinger||Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg|"{""Amaretto"": ""1 1/2 oz "", ""White Creme de Menthe"": ""3/4 oz ""}"
